,Index number,City,State,River,Jam date,Water year,Jam type,Latitude,Longitude,Gage number,Ahps id,Current condition,Damages
12462,101757,Vaughn,MT,Muddy Creek,03/17/1969,1969,Unknown,47.6250222,-111.6354056,6088300,-,-,-
12463,101756,Int Bndry,MT,Milk River,03/17/1969,1969,Unknown,48.9748194,-110.4217778,6135000,-,-,-
12464,101755,Brockway,MT,East Fork Duck Creek,03/17/1969,1969,Unknown,47.1872222,-105.7855556,6177050,-,-,-
12465,101754,Heath,MT,Alkali Creek,03/17/1969,1969,Unknown,47.07895278,-109.1478917,6129200,-,-,-
12466,101891,Miles City,MT,Yellowstone River,03/19/1969,1969,Unknown,46.4207722,-105.8600333,6309000,-,-,-
12467,102039,Malta,MT,Beaver Creek,03/22/1969,1969,Unknown,48.08835556,-107.5554611,6164800,-,-,-
12468,101890,Lame Deer,MT,Whitedirt Creek,03/19/1969,1969,Unknown,45.60805556,-106.7507,6295200,-,-,-
12469,101889,Miles City,MT,Tongue River,03/19/1969,1969,Unknown,46.3845944,-105.8455222,6308500,-,-,-
12470,101888,Dutton,MT,Teton River,03/19/1969,1969,Unknown,47.930325,-111.5529417,6108000,-,-,-
12471,101887,Vaughn,MT,Sun River,03/19/1969,1969,Unknown,47.52577778,-111.511036,6089000,-,-,-
12472,101886,Ashland,MT,Stebbins Creek,03/19/1969,1969,Unknown,45.61987778,-106.4099833,6307760,-,-,-
12473,101885,Busby,MT,Rosebud Creek,03/19/1969,1969,Unknown,45.58010556,-106.8690278,6295130,-,-,-
12474,101884,Rock Springs,MT,Rock Springs Creek,03/19/1969,1969,Unknown,46.8222361,-106.2544361,6309020,-,-,-
12475,101883,Brockway,MT,Redwater River,03/19/1969,1969,Unknown,47.3462944,-105.6849778,6177300,-,-,-
12476,101882,Moorhead,MT,Powder River,03/19/1969,1969,Unknown,45.0571972,-105.8783778,6324500,-,-,-
12477,102166,Alder,MT,Idaho Creek,03/27/1969,1969,Unknown,45.1972583,-112.1404222,6019800,-,-,-
12478,101881,Harlowton,MT,Musselshell River,03/19/1969,1969,Unknown,46.4288,-109.8411944,6120500,-,-,-
12479,101880,near Brockway,MT,Duck Creek,03/19/1969,1969,Unknown,47.2390583,-105.8170667,6177100,-,-,-
12480,101879,Lavina,MT,Big Coulee,03/19/1969,1969,Unknown,46.26447778,-108.9478444,6125700,-,-,-
12481,101995,Musselshell,MT,Musselshell River,03/21/1969,1969,Unknown,46.522425,-108.1088722,6127500,-,-,-
12482,102143,Loma,MT,Marias River,03/26/1969,1969,Unknown,47.9439333,-110.5145556,6102200,-,-,-
12483,101994,Forsyth,MT,Little Porcupine Creek,03/21/1969,1969,Unknown,46.30435,-106.5751278,6295050,-,-,-
12484,101993,Van Norman,MT,Little Dry Creek,03/21/1969,1969,Unknown,47.33944167,-106.3636222,6130950,-,-,-
12485,102658,Plentywood,MT,Spring Creek,04/04/1969,1969,Unknown,48.766575,-104.5251972,6183400,-,-,-
12486,102657,Plentywood,MT,Marron Creek,04/04/1969,1969,Unknown,48.80934167,-104.455125,6183300,-,-,-
12487,102656,White Sulphur Springs,MT,Fivemile Creek,04/04/1969,1969,Unknown,46.61277778,-110.75665,6075600,-,-,-
12488,102655,Plentywood,MT,Box Elder Creek,04/04/1969,1969,Unknown,48.8238194,-104.4996528,6183100,-,-,-
12489,102539,Cut Bank,MT,Cut Bank Creek,04/01/1969,1969,Unknown,48.63340278,-112.3464806,6099000,-,-,-
12490,102645,international boundary,MT,Poplar River,04/03/1969,1969,Unknown,48.9902861,-105.6969083,6178000,-,-,-
12491,102630,Angela,MT,Dry House Creek,04/26/1969,1969,Unknown,46.68721389,-106.1747861,6309040,-,-,-
12492,102611,Babb,MT,South Fork Milk River,04/02/1969,1969,Unknown,48.7534833,-113.1674306,6132200,-,-,-
12493,102610,Utica,MT,Judith River,04/02/1969,1969,Unknown,46.88235,-110.265875,6109900,-,-,-
12494,100928,Logan,MT,Gallatin River,02/17/1969,1969,Unknown,45.88535556,-111.438286,6052500,-,-,-
12495,100664,Wolf Point,MT,Missouri River,12/23/1968,1969,Unknown,48.067325,-105.5330972,6177000,-,-,-
12496,100645,Sappington,MT,Jefferson River,12/22/1968,1969,Unknown,45.8037111,-111.752261,6034500,-,-,-
12497,101391,Bozeman,MT,Hyalite Creek,03/10/1969,1969,Unknown,45.56146667,-111.071125,6050000,-,-,-
12498,100387,Libby,MT,Fisher River,01/07/1969,1969,Unknown,48.35560278,-115.31465,12302055,-,-,-
12499,100183,Bighorn,MT,Bighorn River,01/02/1969,1969,Unknown,46.14708056,-107.4673472,6294700,-,-,-
12500,100340,Fort Benton,MT,Missouri River,01/04/1969,1969,Unknown,47.8169111,-110.6661417,6090800,-,-,-
12501,20130524095312,Momence,IL,Kankakee River,01/23/1969,1969,Unknown,41.16,-87.66666666,05520500,-,unknown,-
12502,20130523165052,Portland,MI,Grand River,01/01/1969,1969,Unknown,42.85638888,-84.91222222,04114000,-,unknown,-
12503,20121003203326,Geneseo,IL,Green River,01/23/1969,1969,Unknown,41.48888888,-90.1575,05447500,-,unknown,-
12504,20090305114530,South Dakota State Line,ND,Maple River,04/11/1969,1969,Unknown,45.93888888,-98.45222222,06471200,1,unknown,-
12505,20090319134019,Soldotna,AK,Kenai River,01/18/1969,1969,Unknown,60.4775,-151.07944444,15266300,1,unknown,-
12506,20090513142434,Mount Vernon,SD,Firesteel Creek,04/03/1969,1969,Unknown,43.77638888,-98.24555555,06477500,0,unknown,-
12507,20090323082806,Ninilchik,AK,Ninilchik River,04/14/1969,1969,Unknown,60.04888888,-151.66333333,15241600,0,unknown,-
12508,20090624151608,Caspian,MI,Iron River,03/29/1969,1969,Freeze-up,46.05861111,-88.62722222,04060500,0,unknown,-
12509,4163,Dimeling,PA,Clearfield Creek,12/28/1968,1969,-,40.97166666,-78.40611111,01541500,-,-,?
12510,1426,Parsons,WV,Shaver's Fork,01/19/1969,1969,Break-up,39.11083333,-79.67888888,03069000,-,-,"Homes flooded, evacuations"
12511,20030617135959,Parker,PA,Allegheny River,01/12/1969,1969,-,41.10138888,-79.67916666,03031500,-,-,?
12512,20030617141814,Sprankle Mills,PA,Big Run,12/28/1968,1969,-,40.99166666,-79.09055555,03031950,-,-,?
12513,20030618102047,Ambridge,PA,Big Sewickley Creek,12/27/1968,1969,-,40.6075,-80.16361111,03086100,-,-,?
12514,20030617151322,Josephine,PA,Blacklick Creek,01/19/1969,1969,-,40.47333333,-79.18361111,03042000,-,-,?
12515,4244,English Center,PA,Blockhouse Creek,01/31/1969,1969,-,41.47361111,-77.23111111,01549500,-,-,?
12516,20030617133548,Cooksburg,PA,Clarion River,01/19/1969,1969,-,41.33055555,-79.20972222,03029500,-,-,?
12517,20060626130436,Arpan,SD,Indian Creek,03/19/1969,1969,-,44.81416666,-103.68944444,06436700,-,-,?
12518,10080,Columbia,SD,James River,04/01/1969,1969,Break-up,45.60361111,-98.31388888,06471000,-,-,?
12519,10115,Redfield,SD,James River,04/01/1969,1969,Break-up,44.90916666,-98.46194444,06475000,-,-,?
12520,20060622100056,Wewela,SD,Keya Paha River,03/24/1969,1969,-,43.02888888,-99.78027777,06464500,-,-,?
12521,20060419141643,Tuthill,SD,Lake Creek Below Refuge,12/23/1968,1969,-,43.14611111,-101.51055555,06449000,-,-,none
12522,7181,Peever,SD,Little Minnesota River,04/01/1969,1969,Break-up,45.60138888,-96.8725,05290000,-,-,?
12523,20060807125939,Camp Crook,SD,Little Missouri River,03/24/1969,1969,-,45.54694444,-103.97305555,06334500,-,-,?
12524,20020717162950,Camp Crook,SD,Little Missouri River,03/24/1969,1969,-,45.54694444,-103.97305555,06334500,-,-,?
12525,20060622124547,Salem,SD,Little Vermillion River,04/05/1969,1969,-,43.79416666,-97.36722222,06478540,-,-,?
12526,20060622125820,Salem,SD,Little Vermillion River,04/05/1969,1969,-,43.79416666,-97.36722222,06478540,-,-,?
12527,20060823140912,Martin,SD,Little White River,03/18/1969,1969,-,43.16666666,-101.62972222,06447500,-,-,?
12528,20060419135247,Martin,SD,Little White River,03/18/1969,1969,-,43.16666666,-101.62972222,06447500,-,-,none
12529,20060419125553,Rosebud,SD,Little White River,03/18/1969,1969,-,43.32555555,-100.88333333,06449500,-,-,none
12530,20060419105521,White River,SD,Little White River,03/18/1969,1969,-,43.60111111,-100.74777777,06450500,-,-,none
12531,903,Frederick,SD,Maple River,04/01/1969,1969,Break-up,45.78222222,-98.54861111,06471350,-,-,?
12532,10106,Zell,SD,Medicine Creek,04/01/1969,1969,Break-up,44.76444444,-98.70583333,06474300,-,-,?
12533,20060405095439,Bixby,SD,Moreau River,03/19/1969,1969,-,45.14361111,-102.55833333,06359000,-,-,?
12534,20060405100340,Faith,SD,Moreau River,03/20/1969,1969,-,45.19555555,-102.155,06359500,-,-,?
12535,20060628131131,Farmingdale,SD,Rapid Creek,12/06/1968,1969,-,43.94194444,-102.85333333,06421500,-,-,?
12536,20060626111747,Rapid City,SD,Rapid Creek,01/24/1969,1969,-,44.08583333,-103.24194444,06414000,-,-,?
12537,20060626133542,Belle Fourche,SD,Redwater River,01/06/1969,1969,-,44.66722222,-103.83888888,06433000,-,-,?
12538,5752,East Barre,VT,Jail Branch,12/12/1968,1969,-,44.15833333,-72.44388888,04284000,-,-,?
12539,5753,East Barre,VT,Jail Branch,02/20/1969,1969,-,44.15833333,-72.44388888,04284000,-,-,?
12540,3036,Concord,VT,Kirby Brook,01/25/1969,1969,-,44.44194444,-71.87333333,01134800,-,-,?
12541,5910,East Georgia,VT,Lamoille River,03/26/1969,1969,-,44.67916666,-73.07833333,04292500,-,-,?
12542,3051,St. Johnsbury,VT,Moose River,12/28/1968,1969,-,44.42277777,-72,01135000,-,-,?
12543,10135,Fulton,SD,Rock Creek,04/01/1969,1969,Break-up,43.76083333,-97.91166666,06477150,-,-,?
12544,10131,Alpena,SD,Sand Creek,04/01/1969,1969,Break-up,44.15416666,-98.44333333,06476500,-,-,?
12545,10208,Sioux Falls,SD,Skunk Creek,04/01/1969,1969,Break-up,43.53361111,-96.79527777,06481500,-,-,?
12546,10100,Ashton,SD,Snake Creek,04/01/1969,1969,Break-up,44.95916666,-98.50138888,06473700,-,-,?
12547,20060705094624,Buffalo,SD,South Fork Grand River,03/19/1969,1969,-,43.57611111,-103.54388888,06356000,-,-,?
12548,20060705102121,Buffalo,SD,South Fork Grand River,03/19/1969,1969,-,43.57611111,-103.54388888,06356000,-,-,?
12549,20060807131805,Athol,SD,South Fork Snake Creek,04/07/1969,1969,-,45.54694444,-103.97305555,06473500,-,-,?
12550,20060629071102,Spearfish,SD,Spearfish Creek,01/24/1969,1969,-,44.4825,-103.86111111,06431500,-,-,?
12551,10109,Redfield,SD,Turtle Creek,04/04/1969,1969,Break-up,44.88333333,-98.50111111,06474500,-,-,?
12552,20060808134352,Tulare,SD,Turtle Creek,04/05/1969,1969,-,44.735,-98.58583333,06474000,-,-,?
12553,10105,Tulare,SD,Turtle Creek,04/05/1969,1969,Break-up,44.735,-98.59722222,06474000,-,-,?
12554,10158,Wakonda,SD,Vermillion River,04/01/1969,1969,Break-up,42.99527777,-96.96222222,06479001,-,-,?
12555,20060824073440,Parker,SD,West Fork Vermillion River,04/04/1969,1969,-,43.41527777,-97.205,06478690,-,-,?
12556,10150,Parker,SD,West Fork Vermillion River,04/04/1969,1969,Break-up,43.41527777,-97.20583333,06478690,-,-,?
12557,7207,Big Stone City,SD,Whetstone River,04/01/1969,1969,Break-up,45.29222222,-96.49833333,05291000,-,-,?
12558,20060419132110,Kadoka,SD,White River,03/18/1969,1969,-,43.7525,-101.52444444,06447000,-,-,none
12559,20060419111717,Oacoma,SD,White River,03/20/1969,1969,-,43.74833333,-99.55611111,06452000,-,-,none
12560,10101,Ree Heights,SD,Wolf Creek,04/01/1969,1969,Break-up,44.60694444,-99.22638888,06473750,-,-,?
12561,5880,Eden,VT,Stony Brook,01/25/1969,1969,-,44.69333333,-72.57916666,04292100,-,-,?
12562,4016,Mainesburg,PA,Elk Run,12/28/1968,1969,-,41.815,-76.96527777,01517000,-,-,?
12563,20030808102712,Greenfield,PA,Harthegig Run,12/28/1968,1969,-,41.18611111,-80.32722222,03104760,-,-,?
12564,4334,Newport,PA,Juniata River,02/01/1969,1969,-,40.47833333,-77.12944444,01567000,-,-,?
12565,4261,Cogan House,PA,Larrys Creek,01/24/1969,1969,-,41.41777777,-77.16277777,01549780,-,-,?
12566,1192,Oil City,PA,Oil Creek/Allegheny River,01/17/1969,1969,Break-up,41.42638888,-79.70416666,?,-,-,?
12567,4286,Penns Creek,PA,Penns Creek,01/31/1969,1969,-,40.86666666,-77.04861111,01555000,-,-,?
12568,4361,Harrisburg,PA,Susquehanna River,02/02/1969,1969,-,40.25277777,-76.87416666,01570500,-,-,?
12569,4383,Marietta,PA,Susquehanna River,02/05/1969,1969,-,40.05444444,-76.53111111,01576000,-,-,?
12570,4026,Tioga,PA,Tioga River,12/28/1968,1969,-,41.90833333,-77.12972222,01518000,-,-,?
12571,20030617132415,Cooksburg,PA,Toms Run,12/28/1968,1969,-,41.3375,-79.21388888,03029400,-,-,?
12572,4141,Bower,PA,West Branch Susquehanna River,12/28/1968,1969,-,40.89694444,-78.67722222,01541000,-,-,?
12573,20030617154050,Homer City,PA,Yellow Creek,01/19/1969,1969,-,40.57166666,-79.10361111,03042280,-,-,?
12574,20060626115120,Elm Springs,SD,Belle Fourche River,01/23/1969,1969,-,44.36972222,-102.56555555,06438000,-,-,?
12575,10188,Brookings,SD,Big Sioux River,04/01/1969,1969,Break-up,44.18,-96.74583333,06480000,-,-,?
12576,10199,Dell Rapids,SD,Big Sioux River,04/03/1969,1969,Break-up,43.79027777,-96.74555555,06481000,-,-,?
12577,20060823080356,Florence,SD,Big Sioux River,04/08/1969,1969,-,45.18083333,-97.18583333,06479215,-,-,?
12578,10172,Watertown,SD,Big Sioux River,04/01/1969,1969,Break-up,45.225,-97.16527777,06479200,-,-,?
12579,20060629125442,Hill City,SD,Castle Creek,11/30/1968,1969,-,44.01361111,-103.83,06409000,-,-,?
12580,20060626113503,Plainview,SD,Cherry Creek,03/23/1969,1969,-,44.74388888,-102.05305555,06439000,-,-,?
12581,20060626114201,Plainview,SD,Cheyenne River,03/21/1969,1969,-,44.52111111,-101.99277777,06438500,-,-,?
12582,10116,Frankfort,SD,Dry Run,04/01/1969,1969,Break-up,44.93805555,-98.33222222,06475500,-,-,?
12583,10140,Mount Vernon,SD,Firesteel Creek,04/03/1969,1969,Break-up,43.775,-98.24527777,06477500,-,-,?
12584,20060626131821,Belle Fourche,SD,Hay Creek,03/18/1969,1969,-,44.66694444,-103.84611111,06433500,-,-,?
12585,20000111080019,Waterville,OH,Maumee River,01/25/1969,1969,-,41.5,-83.71277777,04193500,-,-,?
12586,20000111075057,Pleasant Hill,OH,Stillwater River,01/18/1969,1969,-,40.05777777,-84.35611111,03265000,-,-,?
12587,1,Alatna,AK,Alatna River,05/02/1969,1969,Break-up,66.56666666,-152.66666666,?,-,-,?
12588,19991214133244,Kenai,AK,Kenai River,01/18/1969,1969,Break-up,60.55,-151.26666666,-,-,-,"at least 17K USD, damage to homes, cabins, docks and float planes"
12589,570,Kobuk,AK,Kobuk River,10/07/1968,1969,Freeze-up,66.91666666,-156.86666666,?,-,-,?
12590,604,Allakaket,AK,Koyukuk River,05/02/1969,1969,Break-up,66.56666666,-152.64166666,?,-,-,?
12591,1534,Talkeetna,AK,Susitna River,11/23/1968,1969,Freeze-up,62.325,-150.1,?,-,-,?
12592,1606,Tanacross,AK,Tanana River,10/02/1968,1969,Freeze-up,63.38333333,-143.35,?,-,-,?
12593,2292,Harvey,ND,Sheyenne River,04/10/1969,1969,Break-up,47.70277777,-99.94861111,05055000,-,-,?
12594,9481,Menoken,ND,Apple Creek,04/01/1969,1969,Break-up,46.79444444,-100.66527777,06349500,-,-,?
12595,6172,Dazey,ND,Baldhill Creek,04/01/1969,1969,Break-up,47.22916666,-98.12861111,05057200,-,-,?
12596,9221,Mandaree,ND,Bear Den Creek,04/01/1969,1969,Break-up,47.78722222,-102.77666666,06332515,-,-,?
12597,6289,Finley,ND,Beaver Creek,04/01/1969,1969,Break-up,47.59444444,-97.70583333,05064900,-,-,?
12598,9552,Linton,ND,Beaver Creek,04/01/1969,1969,Break-up,46.2575,-100.22638888,06354500,-,-,?
12599,6148,Edmore,ND,Edmore Coulee,04/09/1969,1969,Break-up,48.33722222,-98.66527777,05056200,-,-,?
12600,6314,Hillsboro,ND,Goose River,04/08/1969,1969,Break-up,47.40944444,-97.05916666,05066500,-,-,?
12601,6300,Portland,ND,Goose River,04/01/1969,1969,Break-up,47.53888888,-97.46194444,05065500,-,-,?
12602,9438,Lark,ND,Heart River,04/02/1969,1969,Break-up,46.61027777,-101.37361111,06348000,-,-,?
12603,9461,Mandan,ND,Heart River,04/04/1969,1969,Break-up,46.83666666,-100.98055555,06349000,-,-,?
12604,9293,Golden Valley,ND,Knife River,04/01/1969,1969,Break-up,47.16111111,-102.05916666,06339500,-,-,?
12605,9319,Hazen,ND,Knife River,04/01/1969,1969,Break-up,47.28527777,-101.62833333,06340500,-,-,?
12606,9279,Manning,ND,Knife River,04/01/1969,1969,Break-up,47.23611111,-102.77666666,06339100,-,-,?
12607,6647,Walhalla,ND,Little South Pembina River,04/01/1969,1969,Break-up,48.86527777,-98.00055555,05099400,-,-,?
12608,11695,Noonan,ND,Long Creek,04/01/1969,1969,Break-up,48.89583333,-102.99833333,85345102,-,-,?
12609,6193,Enderlin,ND,Maple River,04/01/1969,1969,Break-up,46.62166666,-97.57833333,05059700,-,-,?
12610,6206,Mapleton,ND,Maple River,04/01/1969,1969,Break-up,46.86111111,-97.11,05060000,-,-,?
12611,6142,Cando,ND,Mauvais Coulee,04/01/1969,1969,Break-up,48.44805555,-99.11,05056100,-,-,?
12612,6696,Neche,ND,Pembina River,04/01/1969,1969,Break-up,48.98888888,-97.55833333,05100000,-,-,?
12613,6662,Walhalla,ND,Pembina River,04/01/1969,1969,Break-up,48.91388888,-97.93055555,05099600,-,-,?
12614,6601,Drayton,ND,Red River of the North,04/01/1969,1969,Break-up,48.57222222,-97.1475,05092000,-,-,?
12615,6518,Grand Forks,ND,Red River of the North,04/01/1969,1969,Break-up,47.94277777,-97.05861111,05082500,-,-,?
12616,6077,Wahpeton,ND,Red River of the North,04/01/1969,1969,Break-up,46.26527777,-96.59833333,05051500,-,-,?
12617,6218,Amenia,ND,Rush River,04/01/1969,1969,Break-up,47.01666666,-97.20694444,05060500,-,-,?
12618,9222,Parshall,ND,Shell Creek,04/01/1969,1969,Break-up,48.05305555,-102.14666666,06332520,-,-,?
12619,6165,Cooperstown,ND,Sheyenne River,04/01/1969,1969,Break-up,47.43277777,-98.02027777,05057000,-,-,?
12620,20060717191256,Malta,MT,Beaver Creek,03/22/1969,1969,Break-up,48.08888888,-107.555,61648000,-,-,?
12621,20020716173107,Wibaux,MT,Beaver Creek,03/20/1969,1969,-,46.99,-104.18333333,06336500,-,-,?
12622,20020710163647,Lavina,MT,Big Coulee River,03/19/1969,1969,-,46.26472222,-108.94722222,06125700,-,-,?
12623,20020726110829,Bighorn,MT,Bighorn River,01/02/1969,1969,-,46.14722222,-107.46666666,06294700,-,-,?
12624,20020715115535,Maxville,MT,Boulder Creek,12/31/1968,1969,-,46.47222222,-113.23305555,12330000,-,-,?
12625,20020703153514,Webster,MT,Box Elder Creek,03/25/1969,1969,-,45.90694444,-104.05833333,06334630,-,-,?
12626,20020717142404,Webster,MT,Box Elder Creek,03/25/1969,1969,-,45.90694444,-104.05833333,06334630,-,-,?
12627,20020710133116,Cut Bank,MT,Cut Bank Creek,04/01/1969,1969,-,48.63333333,-112.34611111,06099000,-,-,?
12628,20020729153741,International Boundary,MT,East Poplar River,04/04/1969,1969,-,49.12222222,-105.40833333,06178500,-,-,?
12629,20020716153605,Libby,MT,Fisher River,01/07/1969,1969,-,48.35555555,-115.31388888,12302055,-,-,?
12630,20020716125449,Libby,MT,Flower Creek,12/29/1968,1969,-,48.34444444,-115.5875,12303100,-,-,?
12631,20020709190533,Logan,MT,Gallatin River,02/17/1969,1969,-,45.88527777,-111.4375,06052500,-,-,?
12632,20020709191351,Bozeman,MT,Hyalite Creek,03/10/1969,1969,-,45.56166666,-111.07,06050000,-,-,?
12633,20020709185922,Sappington,MT,Jefferson River,12/22/1968,1969,-,45.80416666,-111.75138888,06034500,-,-,?
12634,20020725152742,Hardin,MT,Little Bighorn River,04/21/1969,1969,-,45.73555555,-107.5575,06294000,-,-,?
12635,20020703100255,Broadus,MT,Little Powder River,03/19/1969,1969,-,45.39027777,-105.30416666,06325500,-,-,?
12636,20060717184541,Loma,MT,Marias River,03/23/1969,1969,Break-up,47.94638888,-110.57972222,61020500,-,-,?
12637,20020710114910,Shelby,MT,Marias River,03/18/1969,1969,-,48.42722222,-111.88888888,06099500,-,-,?
12638,20020729165124,International Boundary,MT,Middle Fork Poplar River,04/03/1969,1969,-,48.99027777,-105.68722222,06178000,-,-,?
12639,20020712155507,International Boundary,MT,Milk River,03/17/1969,1969,Break-up,48.99722222,-110.59166666,06135000,-,-,?
12640,20020710173245,International Boundary,MT,Milk River,04/01/1969,1969,-,49.0075,-112.545,06133000,-,-,?
12641,20020730092642,Culbertson,MT,Missouri River,03/24/1969,1969,-,48.12222222,-108.48027777,06185500,-,-,?
12642,20020710114431,Fort Benton,MT,Missouri River,01/04/1969,1969,-,47.8175,-110.66638888,06090800,-,-,?
12643,20020710172352,Fort Peck,MT,Missouri River,01/11/1969,1969,-,48.04416666,-106.35583333,06132000,-,-,?
12644,20020710133915,Landusky,MT,Missouri River,04/01/1969,1969,-,47.63083333,-108.68694444,06115200,-,-,?
12645,20060717185134,Virgelle,MT,Missouri River,03/23/1969,1969,Break-up,48.00388888,-110.25527777,61095000,-,-,?
12646,20020730101349,Wolf Point,MT,Missouri River,12/23/1968,1969,-,48.06666666,-105.52083333,06177000,-,-,?
12647,20020701153021,Vaughn,MT,Muddy Creek,03/17/1969,1969,-,47.625,-111.63472222,06088300,-,-,?
12648,20020709192555,Vaughn,MT,Muddy Creek,03/17/1969,1969,-,47.625,-111.63472222,06088300,-,-,?
12649,20020710134659,Harlowton,MT,Musselshell River,03/19/1969,1969,-,46.43,-109.84,06120500,-,-,?
12650,20060717190028,Musselshell,MT,Musselshell River,03/20/1969,1969,Break-up,46.52305555,-108.10833333,61275000,-,-,?
12651,20020710162552,Roundup,MT,Musselshell River,03/19/1969,1969,-,46.43,-108.57166666,06126500,-,-,?
12652,20020710134345,Ryegate,MT,Musselshell River,03/19/1969,1969,-,46.30055555,-109.20555555,06123500,-,-,?
12653,20020715111917,Finn,MT,Nevada Creek,03/28/1969,1969,-,46.77833333,-112.76666666,12335500,-,-,?
12654,20060717190521,International Boundary,MT,North Fork Milk River,03/31/1969,1969,Break-up,49.18861111,-112.97111111,61340000,-,-,?
12655,20020730144413,Dodson,MT,Peoples Creek,03/19/1969,1969,-,48.34277777,-108.35361111,06154500,-,-,?
12656,20020730151747,Hays,MT,Peoples Creek,03/17/1969,1969,-,48.22638888,-108.71111111,06154400,-,-,?
12657,20020723133652,Moorhead,MT,Powder River,03/19/1969,1969,-,45.06777777,-105.8725,06324500,-,-,?
12658,20060717192555,Anaconda,MT,Racetrack Creek,03/09/1969,1969,Freeze-up,46.27777777,-112.91833333,12324100,-,-,?
12659,20020730103444,Circle,MT,Redwater River,03/19/1969,1969,-,47.41416666,-105.575,06177500,-,-,?
12660,20020726115311,St. Xavier,MT,Rotten Grass Creek,03/18/1969,1969,-,45.41222222,-107.6825,06288000,-,-,?
12661,20020709192013,White Sulphur Springs,MT,Sheep Creek,03/07/1969,1969,-,46.76805555,-110.80916666,06077000,-,-,?
12662,20020712164638,Babb,MT,South Fork Milk River,04/02/1969,1969,-,48.75388888,-113.16666666,06132200,-,-,?
12663,20060717192945,St. Regis,MT,St. Regis River,12/30/1968,1969,Freeze-up,47.29694444,-115.12166666,12354000,-,-,?
12664,20020709193002,Simms,MT,Sun River,03/19/1969,1969,-,47.50166666,-111.93222222,06085800,-,-,?
12665,20020709193649,Vaughn,MT,Sun River,03/19/1969,1969,-,47.52694444,-111.48472222,06089000,-,-,?
12666,20060717191926,Melville,MT,Sweet Grass Creek,03/24/1969,1969,Freeze-up,46.15416666,-110.0875,62005000,-,-,?
12667,20060717184845,Dutton,MT,Teton River,03/19/1969,1969,Break-up,47.92916666,-111.55333333,60108000,-,-,?
12668,20020702174420,Ashland,MT,Tongue River,03/20/1969,1969,-,45.78333333,-106.26944444,06307800,-,-,?
12669,20020724113018,Ashland,MT,Tongue River,03/20/1969,1969,Break-up,45.78333333,-106.26944444,06307800,-,-,?
12670,20020725151741,Decker,MT,Tongue River,03/19/1969,1969,-,45.00888888,-106.83555555,06306300,-,-,?
12671,6190,Kindred,ND,Sheyenne River,04/14/1969,1969,Break-up,46.63166666,-97,05059000,-,-,?
12672,6179,Lisbon,ND,Sheyenne River,01/01/1969,1969,Break-up,46.44694444,-97.66777777,05058700,-,-,Erosion and scour
12673,6124,Warwick,ND,Sheyenne River,04/01/1969,1969,Break-up,47.80555555,-98.70694444,05056000,-,-,?
12674,6940,Bantry,ND,Souris River,04/01/1969,1969,Break-up,48.50555555,-100.44333333,05122000,-,-,?
12675,6895,Minot,ND,Souris River,04/01/1969,1969,Break-up,48.24583333,-101.3725,05117500,-,-,?
12676,6868,Sherwood,ND,Souris River,04/01/1969,1969,Break-up,48.99,-101.96194444,05114000,-,-,?
12677,6910,Verendrye,ND,Souris River,04/01/1969,1969,Break-up,48.15972222,-100.72611111,05120000,-,-,?
12678,6958,Westhope,ND,Souris River,04/01/1969,1969,Break-up,48.99638888,-100.96194444,05124000,-,-,?
12679,9303,Zap,ND,Spring Creek,04/01/1969,1969,Break-up,47.28611111,-101.93138888,06340000,-,-,?
12680,6195,Casselton,ND,Swan Creek,04/01/1969,1969,Break-up,46.91666666,-97.26472222,05059900,-,-,?
12681,6715,Akra,ND,Tongue River,04/01/1969,1969,Break-up,48.77833333,-97.74555555,05101000,-,-,?
12682,6534,Manvel,ND,Turtle River,04/01/1969,1969,Break-up,48.07861111,-97.18611111,05083000,-,-,?
12683,9219,White Earth,ND,White Earth River,04/04/1969,1969,Break-up,48.37638888,-102.77666666,06332000,-,-,?
12684,6081,Cayuga,ND,Wild Rice River,04/07/1969,1969,Break-up,46.125,-97.35388888,05051700,-,-,?
12685,6083,Rutland,ND,Wild Rice River,04/08/1969,1969,Break-up,46.125,-97.35388888,05051700,-,-,?
12686,6948,Willow City,ND,Willow Creek,04/08/1969,1969,Break-up,48.58888888,-100.44361111,05123400,-,-,?
12687,6932,Karlsruhe,ND,Wintering River,04/11/1969,1969,Break-up,48.17055555,-100.53944444,05120500,-,-,?
12688,20020724145030,Miles City,MT,Tongue River,03/19/1969,1969,Unknown,46.34555555,-105.81361111,06308500,-,-,?
12689,20020730145933,International Boundary,MT,Whitewater Creek,04/07/1969,1969,-,48.95277777,-107.85388888,06156000,-,-,?
12690,20060717192230,Billings,MT,Yellowstone River,12/31/1968,1969,Freeze-up,45.79666666,-108.47,62145000,-,-,?
12691,11082,Mount Moriah,MO,Thompson River,12/06/1968,1969,-,40.33638888,-93.76722222,06898100,-,-,?
12692,1054,Hannibal,MO,Mississippi River,01/27/1969,1969,-,39.69027777,-91.3125,?,-,-,"Traffic halted, flooding"
12693,1055,Hannibal,MO,Mississippi River,01/28/1969,1969,-,39.80055555,-91.36833333,?,-,-,Flooding
12694,11202,Winfield,MO,Mississippi River,01/05/1969,1969,Freeze-up,38.6175,-90.16805555,07010000,-,-,Traffic halted
